
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 21:19, 191.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:19, 178.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:20, 191.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:20, 178.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:20, 191.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:20, 178.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:21, 192.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:21, 178.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:21, 192.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:21, 178.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:22, 192.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:22, 179.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:22, 192.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:22, 179.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:23, 192.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:23, 179.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:23, 192.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:23, 179.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:24, 192.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:24, 180.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:24, 192.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:24, 180.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:25, 193.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:25, 180.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:25, 193.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:25, 180.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:26, 193.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:26, 181.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:26, 193.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:26, 181.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:27, 193.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:27, 181.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:27, 193.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:27, 181.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:28, 194]' to 02-food-A
 [x] Sent b'[5/22/2021 21:28, 181.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:28, 194]' to 02-food-A
 [x] Sent b'[5/22/2021 21:28, 181.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:29, 194.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:29, 182.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:29, 194.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:29, 182.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:30, 194.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:30, 182.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:30, 194.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:30, 182.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:31, 194.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:31, 183.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:31, 194.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:31, 183.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:32, 194.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:32, 183.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:32, 194.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:32, 183.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:33, 195.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:33, 183.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:33, 195.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:33, 183.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:34, 195.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:34, 184.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:34, 195.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:34, 184.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:35, 195.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:35, 184.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:35, 195.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:35, 184.7]' to 03-food-B
 [x] Sent b'[5/22/2021 21:36, 196.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:36, 185.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:36, 196.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:36, 185.1]' to 03-food-B
 [x] Sent b'[5/22/2021 21:37, 196.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:37, 185.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:37, 196.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:37, 185.5]' to 03-food-B
 [x] Sent b'[5/22/2021 21:38, 196.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:38, 185.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:38, 196.7]' to 02-food-A
 [x] Sent b'[5/22/2021 21:38, 185.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:39, 197]' to 02-food-A
 [x] Sent b'[5/22/2021 21:39, 186.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:39, 197]' to 02-food-A
 [x] Sent b'[5/22/2021 21:39, 186.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:40, 197.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:40, 186.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:40, 197.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:40, 186.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:41, 197.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:41, 187.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:41, 197.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:41, 187.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:42, 198]' to 02-food-A
 [x] Sent b'[5/22/2021 21:42, 187.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:42, 198]' to 02-food-A
 [x] Sent b'[5/22/2021 21:42, 187.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:43, 198.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:43, 188]' to 03-food-B
 [x] Sent b'[5/22/2021 21:43, 198.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:43, 188]' to 03-food-B
 [x] Sent b'[5/22/2021 21:44, 198.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:44, 188.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:44, 198.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:44, 188.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:45, 198.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:45, 188.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:45, 198.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:45, 188.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:46, 199.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:46, 189.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:46, 199.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:46, 189.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:47, 199.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:47, 189.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:47, 199.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:47, 189.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:48, 199.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:48, 190]' to 03-food-B
 [x] Sent b'[5/22/2021 21:48, 199.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:48, 190]' to 03-food-B
 [x] Sent b'[5/22/2021 21:49, 200.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:49, 190.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:49, 200.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:49, 190.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:50, 200.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:50, 190.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:50, 200.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:50, 190.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:51, 200.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:51, 191.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:51, 200.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:51, 191.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:52, 201.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:52, 191.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:52, 201.1]' to 02-food-A
 [x] Sent b'[5/22/2021 21:52, 191.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:53, 201.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:53, 192]' to 03-food-B
 [x] Sent b'[5/22/2021 21:53, 201.5]' to 02-food-A
 [x] Sent b'[5/22/2021 21:53, 192]' to 03-food-B
 [x] Sent b'[5/22/2021 21:54, 201.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:54, 192.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:54, 201.8]' to 02-food-A
 [x] Sent b'[5/22/2021 21:54, 192.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:55, 202]' to 02-food-A
 [x] Sent b'[5/22/2021 21:55, 192.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:55, 202]' to 02-food-A
 [x] Sent b'[5/22/2021 21:55, 192.8]' to 03-food-B
 [x] Sent b'[5/22/2021 21:56, 202.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:56, 193.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:56, 202.4]' to 02-food-A
 [x] Sent b'[5/22/2021 21:56, 193.2]' to 03-food-B
 [x] Sent b'[5/22/2021 21:57, 202.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:57, 193.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:57, 202.6]' to 02-food-A
 [x] Sent b'[5/22/2021 21:57, 193.6]' to 03-food-B
 [x] Sent b'[5/22/2021 21:58, 202.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:58, 193.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:58, 202.9]' to 02-food-A
 [x] Sent b'[5/22/2021 21:58, 193.9]' to 03-food-B
 [x] Sent b'[5/22/2021 21:59, 203.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:59, 194.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:59, 203.2]' to 02-food-A
 [x] Sent b'[5/22/2021 21:59, 194.3]' to 03-food-B
 [x] Sent b'[5/22/2021 21:59, 203.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:59, 194.4]' to 03-food-B
 [x] Sent b'[5/22/2021 21:59, 203.3]' to 02-food-A
 [x] Sent b'[5/22/2021 21:59, 194.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:00, 203.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:00, 194.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:00, 203.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:00, 194.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:00, 203.6]' to 02-food-A
 [x] Sent b'[5/22/2021 22:00, 194.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:00, 203.6]' to 02-food-A
 [x] Sent b'[5/22/2021 22:00, 194.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:01, 203.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:01, 195]' to 03-food-B
 [x] Sent b'[5/22/2021 22:01, 203.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:01, 195]' to 03-food-B
 [x] Sent b'[5/22/2021 22:01, 203.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:01, 195.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:01, 203.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:01, 195.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:02, 204]' to 02-food-A
 [x] Sent b'[5/22/2021 22:02, 195.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:02, 204]' to 02-food-A
 [x] Sent b'[5/22/2021 22:02, 195.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:02, 204.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:02, 195.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:02, 204.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:02, 195.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:03, 204.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:03, 195.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:03, 204.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:03, 195.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:03, 204.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:03, 195.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:03, 204.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:03, 195.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:04, 204.4]' to 02-food-A
 [x] Sent b'[5/22/2021 22:04, 196.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:04, 204.4]' to 02-food-A
 [x] Sent b'[5/22/2021 22:04, 196.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:04, 204.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:04, 196.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:04, 204.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:04, 196.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:05, 204.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:05, 196.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:05, 204.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:05, 196.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:05, 204.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:05, 196.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:05, 204.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:05, 196.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:06, 205]' to 02-food-A
 [x] Sent b'[5/22/2021 22:06, 196.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:06, 205]' to 02-food-A
 [x] Sent b'[5/22/2021 22:06, 196.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:06, 205.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:06, 196.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:06, 205.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:06, 196.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:07, 205.2]' to 02-food-A
 [x] Sent b'[5/22/2021 22:07, 197.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:07, 205.2]' to 02-food-A
 [x] Sent b'[5/22/2021 22:07, 197.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:07, 205.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:07, 197.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:07, 205.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:07, 197.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:08, 205.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:08, 197.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:08, 205.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:08, 197.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:08, 205.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:08, 197.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:08, 205.5]' to 02-food-A
 [x] Sent b'[5/22/2021 22:08, 197.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:09, 205.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:09, 197.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:09, 205.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:09, 197.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:09, 205.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:09, 197.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:09, 205.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:09, 197.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:10, 206]' to 02-food-A
 [x] Sent b'[5/22/2021 22:10, 198.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:10, 206]' to 02-food-A
 [x] Sent b'[5/22/2021 22:10, 198.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:10, 206]' to 02-food-A
 [x] Sent b'[5/22/2021 22:10, 198.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:10, 206]' to 02-food-A
 [x] Sent b'[5/22/2021 22:10, 198.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:11, 206.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:11, 198.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:11, 206.1]' to 02-food-A
 [x] Sent b'[5/22/2021 22:11, 198.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:11, 206.2]' to 02-food-A
 [x] Sent b'[5/22/2021 22:11, 198.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:11, 206.2]' to 02-food-A
 [x] Sent b'[5/22/2021 22:11, 198.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:12, 206.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:12, 198.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:12, 206.3]' to 02-food-A
 [x] Sent b'[5/22/2021 22:12, 198.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:12, 206.4]' to 02-food-A
 [x] Sent b'[5/22/2021 22:12, 198.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:12, 206.4]' to 02-food-A
 [x] Sent b'[5/22/2021 22:12, 198.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:13, 206.6]' to 02-food-A
 [x] Sent b'[5/22/2021 22:13, 199]' to 03-food-B
 [x] Sent b'[5/22/2021 22:13, 206.6]' to 02-food-A
 [x] Sent b'[5/22/2021 22:13, 199]' to 03-food-B
 [x] Sent b'[5/22/2021 22:13, 206.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:13, 199.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:13, 206.7]' to 02-food-A
 [x] Sent b'[5/22/2021 22:13, 199.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:14, 206.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:14, 199.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:14, 206.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:14, 199.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:14, 206.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:14, 199.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:14, 206.8]' to 02-food-A
 [x] Sent b'[5/22/2021 22:14, 199.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:15, 199.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:15, 199.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:15, 199.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:15, 199.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:16, 199.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:16, 199.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:16, 200]' to 03-food-B
 [x] Sent b'[5/22/2021 22:16, 200]' to 03-food-B
 [x] Sent b'[5/22/2021 22:17, 200.3]' to 03-food-B
 [x] Sent b'[5/22/2021 22:17, 200.3]' to 03-food-B
 [x] Sent b'[5/22/2021 22:17, 200.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:17, 200.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:18, 200.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:18, 200.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:18, 200.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:18, 200.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:19, 200.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:19, 200.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:19, 200.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:19, 200.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:20, 201.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:20, 201.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:20, 201.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:20, 201.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:21, 201.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:21, 201.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:21, 201.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:21, 201.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:21, 201.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.6]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:22, 201.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 201.9]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 202]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 202]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 202.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 202.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:23, 202.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.2]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.4]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:24, 202.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.5]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.7]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:25, 202.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 202.8]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 203]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 203]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 203.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 203.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:26, 203.1]' to 03-food-B
 [x] Sent b'[5/22/2021 22:27, 203.1]' to 03-food-B

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>
